Column1,source,author,title,description,url,urlToImage,publishedAt,content
15,"{'id': None, 'name': 'Post Magazine'}","Advertising partner, Advertising partner",Procter & Gamble Hong Kong and Mannings take beauty hair care brand Pantene to new heights,"[The content of this article has been produced by our advertising partner.]  Strong collaboration between the two market players is key to the hugely successful launch of Pantene’s Intensive Shot capsule treatment two years ago and introduction of new produ…",https://www.scmp.com/presented/lifestyle/topics/pantene-intensive-shot-hair-care/article/3198746/procter-gamble-hong-kong-and-mannings-take-beauty-hair-care-brand-pantene-new-heights,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/2022/11/07/Ingredient.png?itok=rXSfoCPu,11/11/2022 0:00,"Published: 12:00am, 11 Nov, 2022
Updated: 12:00am, 11 Nov, 2022"
16,"{'id': None, 'name': 'Post Magazine'}","Lilian Cheng,Clifford Lo, Lilian Cheng,Clifford Lo","Mirror boy band Hong Kong concert tragedy probe may reveal criminal negligence caused screen to fall, severely injuring two dancers",Sources say preliminary findings show ‘criminal elements’ and ‘human negligence’ may be involved.,https://www.scmp.com/news/hong-kong/law-and-crime/article/3199187/mirror-boy-band-hong-kong-concert-tragedy-probe-may-reveal-criminal-negligence-caused-screen-fall,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/2d11e435-0f99-4c49-bc98-22a374fc8f89_bb16cec5.jpg?itok=CY53FVo4&v=1668093523,11/10/2022 23:18,"Published: 11:18pm, 10 Nov, 2022
Updated: 11:18pm, 10 Nov, 2022"
17,"{'id': None, 'name': 'Post Magazine'}","Ralph Jennings, Ralph Jennings",China’s free-trade talks with El Salvador reflect Beijing’s inroads into US’ ‘backyard’,"China and El Salvador will begin free-trade talks with the aim of finalising a deal ‘as soon as possible’, Salvadoran President Nayib Bukele and the Chinese foreign ministry say.",https://www.scmp.com/economy/china-economy/article/3199152/chinas-free-trade-talks-el-salvador-reflect-beijings-inroads-us-backyard,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/a3ff44ee-e554-4953-8118-38b43d9e96d4_2fa6741c.jpg?itok=Iy8nhSyi&v=1668074930,11/10/2022 23:00,"Published: 11:00pm, 10 Nov, 2022
Updated: 11:00pm, 10 Nov, 2022"
18,"{'id': None, 'name': 'Post Magazine'}",,"UK on strike: Trains grind to a halt, nurses, charity workers, civil servants vote to take action","Strife across UK sectors as pay fails to keep up with inflation – London ‘tube’ action paralyses network, nurses announce first strike in 106-year history.",https://www.scmp.com/news/world/europe/article/3199186/uk-strike-tube-grinds-halt-nurses-charity-workers-civil-servants-vote-take-action,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/93e4a5ec-67af-4403-acfa-e24db1721453_61d2d53e.jpg?itok=03prZdA3&v=1668092139,11/10/2022 22:55,"Published: 10:55pm, 10 Nov, 2022
Updated: 10:55pm, 10 Nov, 2022"
19,"{'id': None, 'name': 'Post Magazine'}","Zhuang Pinghui, Zhuang Pinghui","No end to zero-Covid in China, as top leadership doubles down on strict anti-pandemic policy","Goal is to prevent imported cases or large-scale outbreaks in densely populated nation with stretched medical resources, committee concludes after meeting.",https://www.scmp.com/news/china/politics/article/3199183/no-end-zero-covid-china-top-leadership-doubles-down-strict-anti-pandemic-policy,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/1c9f4539-2c39-47b7-8a63-e5a5b6917b20_22cf8bf6.jpg?itok=4-vqw0ZB&v=1668090189,11/10/2022 22:37,"Published: 10:37pm, 10 Nov, 2022
Updated: 10:37pm, 10 Nov, 2022"
20,"{'id': None, 'name': 'Post Magazine'}","Kinling Lo, Kinling Lo","Taiwan, Covid-19 seen to rock China-US ties as Republican McCarthy launches House speaker bid","If McCarthy decides to visit Taiwan as speaker, ‘China’s reaction will be stronger than the time when Pelosi went’, warns analyst in Beijing.",https://www.scmp.com/news/china/diplomacy/article/3199113/taiwan-covid-19-seen-rock-china-us-ties-republican-mccarthy-launches-house-speaker-bid,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/82d9053d-8be5-4fa0-986b-141609b31add_ab2dfcad.jpg?itok=CdTbpwcZ&v=1668066476,11/10/2022 22:30,"Published: 10:30pm, 10 Nov, 2022
Updated: 10:30pm, 10 Nov, 2022"
21,"{'id': None, 'name': 'Post Magazine'}","Coco Feng, Coco Feng",Apple supplier Foxconn ‘to resume normal productivity as soon as possible’ at key China factory amid Covid-19 outbreak,Foxconn has been attempting to ‘ensure both employee health and safe production’ said chairman in an analyst call.,https://www.scmp.com/tech/article/3199158/apple-supplier-foxconn-resume-normal-productivity-soon-possible-key-china-factory-amid-covid-19,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/149f2ebb-2b00-4439-8830-2d2b2ff7b051_a9112b67.jpg?itok=FYlCWPWq&v=1668076496,11/10/2022 22:00,"Published: 10:00pm, 10 Nov, 2022
Updated: 10:00pm, 10 Nov, 2022"
22,"{'id': None, 'name': 'Post Magazine'}","Nicholas Spiro, Nicholas Spiro",Market expectations of a pivot on China’s zero-Covid policy are based on little but hope,"The exuberance with which markets reacted to even hints of China easing its pandemic controls shows how desperate investors are for good news. Just as with expectations of the US Federal Reserve easing the rate of interest rate rises, hopes of China pivoting …",https://www.scmp.com/comment/opinion/article/3199092/market-expectations-pivot-chinas-zero-covid-policy-are-based-little-hope,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_coronavirus_opinion/public/d8/images/canvas/2022/11/10/adeecb1b-7ce5-45f6-9ff9-5f3a11f16582_24c98cfd.jpg?itok=528M4gw_&v=1668061716,11/10/2022 22:00,"Published: 10:00pm, 10 Nov, 2022
Updated: 10:00pm, 10 Nov, 2022"
23,"{'id': None, 'name': 'Post Magazine'}","Che Pan, Che Pan",China’s top chip maker SMIC warns on negative impact from US export controls after posting flat third-quarter revenue,"SMIC said the new export controls imposed by Washington, along with weak demand, would weigh on business this quarter.",https://www.scmp.com/tech/tech-war/article/3199181/chinas-top-chip-maker-smic-warns-negative-impact-us-export-controls-after-posting-flat-third-quarter,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/3f810707-a06c-4ae5-b740-fa69a91e0bb7_e3705d9a.jpg?itok=rxYg7Y_u&v=1668088530,11/10/2022 21:55,"Published: 9:55pm, 10 Nov, 2022
Updated: 9:55pm, 10 Nov, 2022"
24,"{'id': None, 'name': 'Post Magazine'}","Iris Ouyang, Iris Ouyang","Ringleader, 7 others involved in ‘ramp-and-dump’ stock scams arrested in Hong Kong in joint SFC, ICAC operation","Eight people, including the suspected ringleader of a ‘ramp-and-dump’ syndicate, have been arrested in Hong Kong for making illegal gains of HK$191 million (US$24.3 million).",https://www.scmp.com/business/article/3199180/ringleader-7-others-involved-ramp-and-dump-stock-scams-arrested-hong-kong-joint-sfc-icac-operation,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/e534799f-9bb7-482a-9cab-923ab1e12a83_bbacbf7f.jpg?itok=aselPhJY&v=1668088297,11/10/2022 21:53,"Published: 9:53pm, 10 Nov, 2022
Updated: 9:53pm, 10 Nov, 2022"
25,"{'id': None, 'name': 'Post Magazine'}","Josh Ball, Josh Ball",Rugby World Cup final qualifying: USA coach Gold expects Hong Kong ‘to bring it to us’ in forwards battle in Dubai,Two sides will play each other in Dubai on Saturday in the second round of matches of the final qualifying tournament for the 2023 Rugby World Cup.,https://www.scmp.com/sport/rugby/fifteens/article/3199178/rugby-world-cup-final-qualifying-usa-coach-gold-expects-hong-kong-bring-it-us-forwards-battle-dubai,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/19cb51ec-ea77-4f28-b744-396a7c9f547c_8ff61155.jpg?itok=IarOirOG&v=1668086417,11/10/2022 21:20,"Published: 9:20pm, 10 Nov, 2022
Updated: 9:20pm, 10 Nov, 2022"
26,"{'id': None, 'name': 'Post Magazine'}","Brian Wong, Brian Wong",Last-ditch bid to win right to same-sex marriage gets go-ahead from Hong Kong Court of Appeal,Court of Appeal approves human rights activist’s last-chance attempt to get recognition for same-sex unions.,https://www.scmp.com/news/hong-kong/law-and-crime/article/3199177/last-ditch-bid-win-right-same-sex-marriage-gets-go-ahead-hong-kong-court-appeal,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/8e5b37cb-b526-4b00-adaa-20e99cc63bf9_70c578ce.jpg?itok=3eTMOtiT&v=1668086093,11/10/2022 21:14,"Published: 9:14pm, 10 Nov, 2022
Updated: 9:18pm, 10 Nov, 2022"
27,"{'id': None, 'name': 'Post Magazine'}","Agence France-Presse, Agence France-Presse","COP27: ‘Unstoppable’ renewables help climate and security – but pace must double, experts urge","‘The market is moving towards a system based on renewables and complemented by hydrogen, mainly green. No one can stop this progress’, energy agency chief says, as 600 fossil fuel lobbyists registered to join the talks.",https://www.scmp.com/news/world/middle-east/article/3199176/cop27-unstoppable-renewables-help-climate-and-security-pace-must-double-experts-urge,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/540bca69-1a8d-4310-a454-24e64c67e8d9_650ef18f.jpg?itok=MMa9B0qZ&v=1668085847,11/10/2022 21:10,"Published: 9:10pm, 10 Nov, 2022
Updated: 9:24pm, 10 Nov, 2022"
28,"{'id': None, 'name': 'Post Magazine'}","Tracy Qu, Tracy Qu",A quieter World Internet Conference this year kept Big Tech executives away amid shift away from consumer technology,The three-day event once known for attracting big international names was more low-key this year amid Covid controls and a shift in focus to business-to-business tech.,https://www.scmp.com/tech/policy/article/3199162/quieter-world-internet-conference-year-kept-big-tech-executives-away-amid-shift-away-consumer,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/ad1f0518-3e05-4ef1-a0b9-513db248086e_3cde430e.jpg?itok=0u8w-Gmk&v=1668079231,11/10/2022 21:00,"Published: 9:00pm, 10 Nov, 2022
Updated: 9:00pm, 10 Nov, 2022"
29,"{'id': None, 'name': 'Post Magazine'}","Alex Lo, Alex Lo",The one way Beijing and New Delhi could resolve border issues,Reciprocal recognition of ‘one China’ and ‘one India’ would also work greatly in Beijing’s favour against Washington’s new cold war in the Asia-Pacific.,https://www.scmp.com/comment/opinion/article/3199155/one-way-beijing-and-new-delhi-could-resolve-border-issues,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_opinion/public/d8/images/canvas/2022/11/10/2f510fd2-6ca0-4595-bd7d-e990c3740e8a_ff9f8025.jpg?itok=Acd22QU_&v=1668075519,11/10/2022 21:00,"Pundits today have taken to calling India the swing state. It could tilt towards Russia, the United States and China. At the moment, it is playing all sides, and has made no bones about it.
How to w… [+2099 chars]"
30,"{'id': None, 'name': 'Post Magazine'}","Tony Cheung, Tony Cheung","Coronavirus: Hong Kong still faces ‘public health emergency’, minister warns, saying changes to pandemic curbs should depend on scientific data","Without specifying, Lo criticises political groups and health experts seeking further relaxation of the city’s social-distancing curbs.",https://www.scmp.com/news/hong-kong/health-environment/article/3199172/coronavirus-hong-kong-still-faces-public-health-emergency-minister-warns-saying-changes-pandemic,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/7f3577d1-bdbe-4a25-9675-2ccb6219f3f4_c8efeac5.jpg?itok=HBlHAJDz&v=1668083138,11/10/2022 20:25,"Published: 8:25pm, 10 Nov, 2022
Updated: 8:39pm, 10 Nov, 2022"
31,"{'id': None, 'name': 'Post Magazine'}","Jeffie Lam,Chris Lau, Jeffie Lam,Chris Lau",Former Hong Kong chief executive CY Leung slams use of English barrister to defend media tycoon Jimmy Lai on national security charges,Former chief executive says decision ‘slap in the face’ for city lawyers and ‘unbelievable’ that Lai’s defence counsel is a foreign lawyer.,https://www.scmp.com/news/hong-kong/politics/article/3199171/former-hong-kong-chief-executive-cy-leung-slams-use-english-barrister-defend-media-tycoon-jimmy-lai,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/d50e6d33-8b55-4ee8-8789-2caf301c0061_85129f17.jpg?itok=5OK26Rc-&v=1668082233,11/10/2022 20:12,"Published: 8:12pm, 10 Nov, 2022
Updated: 8:23pm, 10 Nov, 2022"
32,"{'id': None, 'name': 'Post Magazine'}","Reuters, Reuters","Indonesian air crash that killed 62 – faulty system, poor pilot monitoring contributed, investigators find",Problems with the automatic throttle that controls engine power were reported 65 times since 2013 but were still unresolved before the accident. The 2021 crash into the sea after take-off from Jakarta killed all 62 people on board.,https://www.scmp.com/news/asia/southeast-asia/article/3199170/indonesian-air-crash-killed-62-faulty-system-poor-pilot-monitoring-contributed-investigators-find,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/58f5a01d-a9c3-4e83-9506-2d51584b0eb1_e57ecda2.jpg?itok=ei9Ypgbo&v=1668081860,11/10/2022 20:04,"Published: 8:04pm, 10 Nov, 2022
Updated: 8:04pm, 10 Nov, 2022"
33,"{'id': None, 'name': 'Post Magazine'}","Stella Chen, Stella Chen",China says it is discussing Xi-Biden meeting at G20 in Bali after US President signals he expects to talk about ‘red lines’,Beijing warns Washington to respect its sovereignty after US leader says he expects to talk about Taiwan and other contentious issues.,https://www.scmp.com/news/china/diplomacy/article/3199135/china-says-it-discussing-xi-biden-meeting-g20-bali-after-us-president-signals-he-expects-talk-about,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/3e2f3206-66d5-486f-817d-b952c707575f_d1cca258.jpg?itok=CSbh1K86&v=1668071639,11/10/2022 20:00,"Published: 8:00pm, 10 Nov, 2022
Updated: 8:04pm, 10 Nov, 2022"
34,"{'id': None, 'name': 'Post Magazine'}","Zhang Tong,Stephen Chen, Zhang Tong,Stephen Chen",China’s Beidou satellite navigation system gets a stronger foothold in the West,"China’s version of GPS, the Beidou satellite navigation system, is now more powerful than ever, thanks to two ground stations in North America.",https://www.scmp.com/news/china/science/article/3199160/chinas-beidou-satellite-navigation-system-gets-stronger-foothold-west,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/f40472a4-97c7-42e9-9437-9f6b886c4b7e_6670bb51.jpg?itok=PCw-2MNv&v=1668077703,11/10/2022 19:56,"Published: 7:56pm, 10 Nov, 2022
Updated: 7:56pm, 10 Nov, 2022"
35,"{'id': None, 'name': 'Post Magazine'}","Cannix Yau, Cannix Yau",2 long-awaited Hong Kong transport links costing billions set to open to traffic ‘on December 11’,"Source says Tseung Kwan O-Lam Tin tunnel and connecting Cross Bay Link will launch before year’s end, with toll fees to be waived.",https://www.scmp.com/news/hong-kong/transport/article/3199165/2-long-awaited-hong-kong-transport-links-costing-billions-set-open-traffic-december-11,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/48b5c308-978e-4648-8040-d5c421021855_7eb856dd.jpg?itok=Fx4V5I3w&v=1668080622,11/10/2022 19:43,"Published: 7:43pm, 10 Nov, 2022
Updated: 7:43pm, 10 Nov, 2022"
36,"{'id': None, 'name': 'Post Magazine'}",Xinmei Shen,Hong Kong approves first virtual asset trading licences since 2020 in battle for crypto crown with Singapore,The move comes on the heels of the Hong Kong government’s high-profile pledge last month to restore its status as a virtual asset financial centre.,https://www.scmp.com/tech/tech-trends/article/3199159/hong-kong-approves-first-virtual-asset-trading-licences-2020-battle-crypto-crown-singapore,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/8d2e1d80-770c-43cf-8dfc-5a41aea3bb49_6551f6cc.jpg?itok=_lUH7f-l&v=1668077058,11/10/2022 19:33,"Published: 7:30pm, 10 Nov, 2022
Updated: 7:30pm, 10 Nov, 2022"
37,"{'id': None, 'name': 'Post Magazine'}","Joseph Sipalan, Joseph Sipalan","Malaysia election 2022: Pakatan Harapan counting on strong turnout for November 19 victory, DAP chief Anthony Loke says",The Chinese community accounts for a fifth of Malaysia’s 32 million people and has played an outsize role in the opposition increasing its parliamentary presence since 2008,https://www.scmp.com/week-asia/politics/article/3199134/malaysia-election-2022-pakatan-harapan-counting-strong-turnout-november-19-victory-dap-chief-anthony,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/029b6de5-269f-44c1-8a21-03168a83aaf0_1673e0dc.jpg?itok=qArpwrnm&v=1668071482,11/10/2022 18:30,"Published: 6:30pm, 10 Nov, 2022
Updated: 6:37pm, 10 Nov, 2022"
38,"{'id': None, 'name': 'Post Magazine'}","Enid Tsui, Enid Tsui","Cradle of the New Leipzig School of art, the Spinnerei, a former cotton mill in East Germany, gives artists space to be themselves","Leipzig in Germany, like Hong Kong, has turned a former textile mill into an arts and cultural centre, the Spinnerei.",https://www.scmp.com/magazines/post-magazine/travel/article/3199107/cradle-new-leipzig-school-art-spinnerei-former-cotton-mill-east-germany-gives-artists-space-be,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/8c68e40a-4e56-4191-a696-bd0130cc8d9d_f9220dba.jpg?itok=iQ7_ZEmB&v=1668063856,11/10/2022 18:15,"Published: 6:15pm, 10 Nov, 2022
Updated: 6:15pm, 10 Nov, 2022"
39,"{'id': None, 'name': 'Post Magazine'}","Matt Eaton,Shirley Chui, Matt Eaton,Shirley Chui",Coleman Wong joins a field of top-level tennis stars for Hong Kong International Tennis Challenge 2022,"Tennis chief Philip Mok said the event will mark the restart of major tournaments in Hong Kong, with the Hong Kong Tennis Open returning in October 2023.",https://www.scmp.com/sport/tennis/article/3199149/coleman-wong-joins-field-top-level-tennis-stars-hong-kong-international-tennis-challenge-2022,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/625fc011-acc3-44d8-b05b-295e2fa9fb45_ceac471c.jpg?itok=DkJbCkNO&v=1668074454,11/10/2022 18:00,"Published: 6:00pm, 10 Nov, 2022
Updated: 6:09pm, 10 Nov, 2022"
40,"{'id': None, 'name': 'Post Magazine'}","Alice Yan, Alice Yan","Please adopt me! Desperate Chinese zoo receives US$360,000 donation after getting creative to cope with zero-Covid policy by allowing animal ‘adoptions’ to raise funds","China’s controversial zero-Covid policy claims unexpected victims, with one private zoo in the country’s east turning to live streams and animal adoptions to stay afloat.",https://www.scmp.com/news/people-culture/trending-china/article/3199128/please-adopt-me-desperate-chinese-zoo-receives-us360000-donation-after-getting-creative-cope-zero,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/0e0d65fc-6c4c-4d11-b583-2f1911ea98d8_6352e2d9.jpg?itok=wNuzCKzV&v=1668069771,11/10/2022 18:00,"Published: 6:00pm, 10 Nov, 2022
Updated: 6:00pm, 10 Nov, 2022"
41,"{'id': None, 'name': 'Post Magazine'}","Amber Wang, Amber Wang","Top US general vows military support for Taiwan, warns Beijing against conflict",Chairman of the Joint Chiefs of Staff Mark Milley says PLA likely ‘evaluating’ and ‘recalculating’ plans to take the island as amphibious attack would be difficult.,https://www.scmp.com/news/china/diplomacy/article/3199125/top-us-general-vows-military-support-taiwan-warns-beijing-against-conflict,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/38f78182-f4aa-4eb2-a570-5715ad7da9b8_abf540ea.jpg?itok=JcG_tEWV&v=1668069553,11/10/2022 18:00,"Published: 6:00pm, 10 Nov, 2022
Updated: 6:00pm, 10 Nov, 2022"
42,"{'id': None, 'name': 'Post Magazine'}","Associated Press, Associated Press","Turtles in demand as pets, leading to a spike in ‘ruthless’ poaching – calls for tighter regulation","Growing demand in the US, Asia and Europe is contributing to the decline of turtle and tortoise species; poaching is ‘getting ruthless’, wildlife experts say.",https://www.scmp.com/news/world/united-states-canada/article/3199147/turtles-demand-pets-leading-spike-ruthless-poaching-calls-tighter-regulation,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/74451920-3063-469a-8337-e83cd4c6ed08_ab004b0e.jpg?itok=72eTYpk4&v=1668074118,11/10/2022 17:55,"Published: 5:55pm, 10 Nov, 2022
Updated: 5:55pm, 10 Nov, 2022"
43,"{'id': None, 'name': 'Post Magazine'}","Charmaine Mok, Charmaine Mok","Much loved Hong Kong restaurants Tung Po Kitchen and Mido Cafe reopen, overseas chefs head to the city – there’s cause for optimism","The revival of Hong Kong’s dining scene continues, with top chefs taking advantage of eased Covid-19 quarantine rules to visit and Tung Po Kitchen and Mido Cafe reopening.",https://www.scmp.com/lifestyle/food-drink/article/3199108/much-loved-hong-kong-restaurants-tung-po-kitchen-and-mido-cafe-reopen-overseas-chefs-head-city,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_opinion/public/d8/images/canvas/2022/11/10/d7ba5a05-11c5-4677-99a4-45f49b4f1f4f_39e46efb.jpg?itok=mQLGa3gV&v=1668064110,11/10/2022 17:45,"Published: 5:45pm, 10 Nov, 2022
Updated: 5:45pm, 10 Nov, 2022"
44,"{'id': None, 'name': 'Post Magazine'}","Mark Worwood, Mark Worwood",Healthy swerves Jockey Club Mile as Frankie Lor strives to make patient owners Happy,"Champion trainer Frankie Lor Fu-chuen wants to keep Healthy Happy over 1,400m, reward his owners with an overdue win and dodge his superstar contemporaries for as long as the Jockey Club’s programme allows....",https://www.scmp.com/sport/racing/article/3199138/healthy-swerves-jockey-club-mile-frankie-lor-strives-make-patient-owners-happy,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/b63cbd01-5e89-447c-83f7-ac0cacdf7055_0fc69b92.jpg?itok=c7-gEPhD&v=1668071879,11/10/2022 17:18,"Champion trainer Frankie Lor Fu-chuen wants to keep Healthy Happy over 1,400m, reward his owners with an overdue win and dodge his superstar contemporaries for as long as the Jockey Clubs programme a… [+2889 chars]"
45,"{'id': None, 'name': 'Post Magazine'}","Sammy Heung, Sammy Heung",Overseas arrivals to Hong Kong to be allowed to visit venues offering mask-on activities in latest easing of city’s coronavirus curbs,Health undersecretary cites stable situation at city’s public hospitals as driving force behind further easing of entry restrictions.,https://www.scmp.com/news/hong-kong/health-environment/article/3199129/overseas-arrivals-hong-kong-be-allowed-visit-venues-offering-mask-activities-latest-easing-citys,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_coronavirus_generic/public/d8/images/canvas/2022/11/10/9a8930d8-7234-45a6-b72f-d6ede4fe5658_c850c292.jpg?itok=Al0A--y7&v=1668070120,11/10/2022 16:48,"Published: 4:48pm, 10 Nov, 2022
Updated: 4:54pm, 10 Nov, 2022"
46,"{'id': None, 'name': 'Post Magazine'}","Reuters, Reuters",Iran says it has built hypersonic ballistic missile,Iran says its new weapon targets anti-missile defence systems and represents a ‘major generational leap’.,https://www.scmp.com/news/world/middle-east/article/3199127/iran-says-it-has-built-hypersonic-ballistic-missile,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/13487e51-0e21-41f0-b286-e4f62926cc4c_3ed2fe61.jpg?itok=52On0Het&v=1668069673,11/10/2022 16:41,"Published: 4:41pm, 10 Nov, 2022
Updated: 4:41pm, 10 Nov, 2022"
47,"{'id': None, 'name': 'Post Magazine'}","Mimi Lau, Mimi Lau","Bao Tong, former Chinese official turned activist, dies at 90",He was the top aide to leader Zhao Ziyang and played a key role in pushing political reform in the 1980s but was brought down in a purge of student sympathisers in 1989.,https://www.scmp.com/news/china/politics/article/3199124/bao-tong-former-chinese-official-turned-activist-dies-90,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/767d8b0c-b0f6-4255-a768-76081d63f1cd_47312215.jpg?itok=-AKJixsB&v=1668069530,11/10/2022 16:38,"Published: 4:38pm, 10 Nov, 2022
Updated: 4:38pm, 10 Nov, 2022"
48,"{'id': None, 'name': 'Post Magazine'}",,Hong Kong syndicate scams victims through fake messages on failed parcel deliveries,"Syndicate members used 300 SIM cards to send more than 1 million phishing messages to residents, directing them to bogus website to pay 'handling fee'.",https://www.scmp.com/news/hong-kong/law-and-crime/article/3199121/more-180-hongkongers-scammed-phishing-syndicate-out-hk27-million-through-fake-messages-about-failed,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/7aa6bb06-0926-4a49-a244-3a1559f8c39c_fee346a1.jpg?itok=xvkxQUAu&v=1668068825,11/10/2022 16:38,"Published: 4:27pm, 10 Nov, 2022
Updated: 4:38pm, 10 Nov, 2022"
49,"{'id': None, 'name': 'Post Magazine'}","Zhang Shidong, Zhang Shidong",CanSino’s inhaled Covid-19 vaccine brings Chinese drug maker back in favour with investors as shares double in past month,"The Tianjin-based drug maker’s shares have more than doubled in Shanghai and risen 180 per cent in Hong Kong in the last month, a sharp reversal from a 60 per cent slump earlier.",https://www.scmp.com/business/china-business/article/3199122/cansinos-inhaled-covid-19-vaccine-brings-chinese-drug-maker-back-favour-investors-shares-double-past,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/bac227a5-e21f-4635-b2a4-252b7a24e0e7_cfc26e09.jpg?itok=N2yqx5nT&v=1668069183,11/10/2022 16:35,"Published: 4:35pm, 10 Nov, 2022
Updated: 4:35pm, 10 Nov, 2022"
50,"{'id': None, 'name': 'Post Magazine'}","Simon Commander,Saul Estrin, Simon Commander,Saul Estrin","To become a world leader in innovation, China needs to loosen the economic reins","In a push for more tech breakthroughs, China is ramping up state spending on research and development. But without creating space for private sector innovation, China is unlikely to achieve the kind of results it wants.",https://www.scmp.com/comment/opinion/article/3198862/become-world-leader-innovation-china-needs-loosen-economic-reins,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_opinion/public/d8/images/canvas/2022/11/09/16c58dd0-eb83-48d2-8095-8285e9b67c1f_2a8d22ac.jpg?itok=drzRq8Vt&v=1667983714,11/10/2022 16:30,"Published: 4:30pm, 10 Nov, 2022
Updated: 4:30pm, 10 Nov, 2022"
51,"{'id': None, 'name': 'Post Magazine'}","Bloomberg, Bloomberg","Rare Hermès Kelly 25 bag to sell for more than US$500,000 at Sotheby’s, and could set a new auction record","Auction house Sotheby’s is selling a rare Hermès Kelly 25 bag for more than US$500,000. The private sale could set a new price record for luxury handbags.",https://www.scmp.com/lifestyle/fashion-beauty/article/3199102/rare-hermes-kelly-25-bag-sell-more-us500000-sothebys-and-could-set-new-auction-record,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/11/10/ef077655-b7ae-45db-b706-8293c44d5022_e96b40e2.jpg?itok=_rNwly2L&v=1668059527,11/10/2022 16:15,"Published: 4:15pm, 10 Nov, 2022
Updated: 4:15pm, 10 Nov, 2022"
